Row ID,WC,Narrativity_Overall,Narrativity_Staging,Narrativity_PlotProg,Narrativity_CogTension,Staging_1,Staging_2,Staging_3,Staging_4,Staging_5,PlotProg_1,PlotProg_2,PlotProg_3,PlotProg_4,PlotProg_5,CogTension_1,CogTension_2,CogTension_3,CogTension_4,CogTension_5
2547,15152,26.34,65.14,-3.79,17.67,91.71,100,88.55,66.85,0,71.12,100,54.9,24.2,0,44.82,100,27.6,0,5.75
2548,16507,-4.85,-41.79,37.44,-10.19,0,91.97,95.16,82.45,100,28.62,95.91,51.92,100,0,21.39,100,0,10.72,85.78
2549,15502,11.36,-31.03,-1.97,67.06,0,20.86,76.41,100,21.06,61.23,0,69.91,100,43.59,0,27.3,73.18,100,83.42
2550,2457,-0.42,27.32,9.37,-37.95,44.37,36.69,100,0,46.15,43.74,93.64,0,100,94.44,100,76.9,0,30.86,38.58
2551,581,26.81,81.3,7.12,-7.99,100,47.3,0,63.07,47.3,58.8,100,20,70,0,66.1,100,0,33.33,33.33
2552,26784,0.81,66.99,-9.27,-55.29,100,97.92,100,0,35.92,55.08,0,40.68,100,80.66,40.78,0,40.78,28.54,100
2553,696,-7.12,58.17,-50.13,-29.41,74.16,100,71.43,0,46.43,85.71,0,0,25,100,0,33.49,0.24,33.49,100
2554,9419,7.09,41.82,-28.93,8.38,57.41,0,25.93,100,33.75,100,63.86,83.13,0,59.22,11.11,0,100,22.22,61.22
2555,1400,-16.19,-24.53,-20.28,-3.77,0,20.83,41.67,100,16.67,68.42,78.95,47.37,0,100,57.14,0,42.86,100,42.86
2556,21666,15.45,-21,1.17,66.18,0,81.03,39.93,44.67,100,49.21,100,0,39.04,5.48,0,100,62.23,68.9,53.34
2557,1666,26.41,69.19,8.96,1.09,100,66.1,0,89.43,73.88,46.19,100,0,97.67,88.37,15.32,46.15,0,100,92.31
2558,17399,55.23,65.82,68.73,31.16,100,0,78.95,71.05,61.17,0,100,91.8,64.75,26.41,0,70.87,45.1,70.87,100
2559,17314,44.34,73.93,1.55,57.55,83.13,100,43.43,26.55,0,16.32,0,78.71,3.84,100,39.24,35.66,92.85,100,0
2560,16057,24.64,63.67,32.8,-22.56,100,61.4,55.86,93.66,0,53.49,100,79.91,80.92,0,46.93,52.81,82.35,0,100
2561,357,-2.31,14.24,-9.62,-11.56,46.06,95.37,33.33,100,0,12.18,0,13.55,25.9,100,0,0,0,100,100
2562,1121,31.11,52.76,2.28,38.3,86.12,11.11,0,100,11.11,35.63,100,0,11.11,19.44,60.4,53.57,100,42.86,0
2563,431,-39.96,-18.13,-52.59,-49.17,0,100,22.84,22.84,22.84,100,0,12.79,12.79,76.76,100,0,50.58,0,50.58
2564,106,,,,
2565,509,39.57,75.01,59.82,-16.13,72.75,36.37,0,36.37,100,0,100,75,62.5,89.73,24.46,73.37,48.91,0,100
2566,30500,37.91,40.52,-4.03,77.24,53.29,100,9.72,19.12,0,100,92.71,82.81,76.56,0,0,24.56,89.47,100,10.53
2567,17380,-10.45,30.23,-27.5,-34.08,58.46,90,100,75.38,0,100,69.57,15.02,59.29,0,84.21,0,15.79,100,68.42
2568,23186,-15.42,64.19,-58.87,-51.59,62.85,27.78,3.7,0,100,100,21.35,0,0,1.12,100,0,3.85,7.69,3.85
2569,21711,7.49,46.15,44.52,-68.2,66.17,91.3,100,20.65,0,0,58.05,100,26.59,71.16,100,20.42,20.42,0,87.82
2570,24085,43.35,66.12,32.44,31.48,100,0,80.7,63.16,80.7,34.31,73.53,100,23.53,0,0,13.95,76.74,83.72,100
2571,499,2.34,40.2,-11.85,-21.32,63.64,0,100,18.18,56.84,52.94,5.88,0,100,48.19,60,0,20,100,60.61
2572,361,-22.53,-16.68,-30.97,-19.92,0,9.13,9.13,100,69.71,100,38.29,76.57,12.76,0,100,0,50.69,50.69,0
2573,3304,25.23,54.92,30.34,-9.57,90.38,32.67,27.86,100,0,27.27,100,95.45,0,0.92,31.58,100,5.26,0,63.58
2574,16618,-1.16,42.65,-0.78,-45.36,62.32,100,0,54,56.9,58.33,75.91,0,100,72.83,100,66.63,16.58,0,27.81
2575,16581,1.61,37.46,-41.68,9.04,47.42,100,8.28,0,13.1,100,37.46,0,55.25,33.71,60.92,100,0,63.41,21.95
2576,16282,-42.17,-48.69,-35.6,-42.23,0,38.93,87.19,100,71.82,95.35,100,4.66,0,25.61,83.33,100,0,0,83.38
2577,16113,15.41,89.23,-42.41,-0.59,100,0,11.11,0,11.11,100,0,0,50.02,0,0,49.97,0,75.01,100
2578,733,-14.55,50.25,-40.43,-53.48,37.67,22.6,0,31.73,100,100,9.13,59.61,0,40.66,100,0,22.22,56.01,67.2
2579,17010,33.1,-28.62,67.03,60.9,0,8.82,37.25,85.29,100,0,100,69.15,96.28,68.62,0,100,41.3,65.22,26.09
2580,17479,-30.92,-5.85,-47.56,-39.34,9.68,0,100,27.96,28.24,100,0,1,47.84,37.6,100,12,0,76,44.03
2581,16936,20.8,28.96,28.03,5.41,40.63,100,0,4.35,34.78,24.73,0,88.21,100,14.63,78.89,53.95,100,0,0
2582,15760,6.94,19.28,-35.54,37.07,39,100,80,0,23,100,86.67,0,35.9,44.1,21.05,21.05,100,15.79,0
2583,1882,42.4,70.05,-29.99,87.12,66.86,9.12,0,57.89,100,55.32,42.85,0,37.5,100,16.49,66.36,100,50,0
2584,1037,6.88,23.19,-27.53,24.97,46.33,0,65.08,100,1.06,100,90.46,71.91,0,67.11,33.01,0,33.65,100,0.48
2585,1400,38.64,68.2,5.21,42.53,100,0,65.63,71.88,43.75,50,100,0,91.67,100,0,90,100,40,90
2586,16247,18.42,57.23,54.94,-56.92,72.19,100,44.94,0,70.63,7.15,52.26,73.17,100,0,100,26.86,50.06,0,92.41
2587,20686,26.24,18.28,4.72,55.73,48.27,74.26,71.94,100,0,95.63,100,93.79,82.8,0,58.3,64.29,100,65.48,0
2588,3908,-9.48,0.93,-15.21,-14.17,25.18,100,94.09,0,15.77,77.83,2.25,23.84,100,0,84.23,3.83,0,100,11.83
2589,24119,22.3,58.33,-14.83,23.39,75.14,79.98,48.48,0,100,75.45,48.18,100,0,56.49,24,0,32,100,24.06
2590,17461,33.17,40.35,-8.74,67.91,62.74,12.96,0,100,12.96,62.76,100,18.52,18.52,0,0,100,47.28,63.93,13.99
2591,420,10.06,64.97,12.51,-47.29,88.24,94.12,100,47.06,0,42.86,100,0,100,57.14,0,0,0,50,100
2592,447,9.54,-8.2,-29.23,66.05,11.88,100,14.85,44.55,0,100,39.25,81.91,10.24,0,16.11,65.56,50,100,0
2593,20432,-0.8,-39.96,87.86,-50.31,0,83.01,68.71,100,67.51,0,83.5,100,88.93,76.9,47.44,9.95,47.5,0,100
2594,19099,6.16,86.24,-46.68,-21.07,100,72.73,52.27,0,50.23,100,19.98,19.98,28.55,0,60,100,0,40,80.03
2595,16640,3.58,76.07,-11.8,-53.53,97.3,100,71.62,0,37.84,75,100,47.22,15.28,0,100,51.22,0,9.76,31.71
2596,14839,56.14,74.99,39.83,53.6,100,82.3,59.9,68.93,0,51.1,95.34,98.84,100,0,39.98,96.67,46.64,100,0
2597,2698,25.1,63.43,-5.4,17.27,68.12,9.73,0,80.5,100,60.2,89.1,78.59,0,100,24.9,74.97,100,0,62.7
2598,17168,24.73,63.34,21.75,-10.9,75.82,100,20.03,26.04,0,25.18,59.29,100,0,24.21,69.99,52.48,100,0,52.54
2599,2122,21.56,-15.72,1.17,79.24,0,31.82,7.86,64.56,100,98.86,76.69,94.44,100,0,19.54,100,70.56,50.4,0
2600,16994,48.06,81.07,12.42,50.69,99.17,100,15.51,13.86,0,63.54,94.03,37.02,100,0,17.09,100,25.67,48.54,0
2601,18391,-15.21,-31.4,-34.76,20.53,0,100,72.64,44.55,12.02,100,61.12,66.32,0,6.5,72.04,100,61.11,11.11,0
2602,18910,49.72,43.27,51.28,54.63,75.82,49.45,0,100,2.2,0,100,53.85,45.19,1.92,0,38.89,27.78,100,13.89
2603,1275,31.13,19.25,45.65,28.49,36.36,100,0,45.45,54.55,0,100,84.21,7.89,10.53,25,100,58.33,0,33.33
2604,3250,35.75,33.47,4.03,69.76,62.5,100,95.83,75,0,38.1,100,52.38,0,100,0,53.33,100,20,0
2605,2003,-15.48,-11.84,-15.09,-19.51,3.57,0,100,29.48,43.8,87.18,100,0,59.4,5.42,80,100,0,30.16,40.19
2606,2169,51.71,50.63,74.21,30.3,74.15,0,84.04,29.66,100,0,63.33,66.67,100,47.35,69.94,79.96,39.88,100,0
2607,521,-21.17,3.26,-7.53,-59.25,25.85,85.71,100,0,28.57,60.83,100,25,12.5,0,65.71,33.33,33.33,0,100
2608,16460,3.87,69.86,-32.91,-25.33,82.26,25.81,0,82.26,100,100,42.5,49.17,44.17,0,100,0,42.22,71.11,24.44
2609,572,-7.92,-32.69,-45.53,54.46,0,100,84.74,44.39,44.39,100,64.92,35.38,0,35.38,0,0,100,87.53,37.64
2610,468,21.89,53.26,12.49,-0.09,68.79,0,68.79,100,100,31.91,81.38,97.87,0,100,50,0,100,51.08,51.08
2611,32392,3.01,-19.79,-12.94,41.75,6.39,0,91.05,100,47.59,95.14,100,50.72,54.2,0,25.99,100,46.02,0,0
2612,16215,0.66,22.24,-15.64,-4.63,54.47,89.43,64.23,100,0,100,70.45,28.03,90.15,0,67.8,13.56,0,100,10.17
2613,468,0.81,30.27,-19.03,-8.8,60,0,100,85.16,4.3,98.15,49.08,0,100,0.79,98.94,98.94,0,100,50
2614,22347,32.39,-16.13,65.08,48.23,0,1.2,15.79,100,30.23,0,100,95.93,58.78,5.91,7.21,10.11,100,31.88,0
2615,15142,31.88,64.22,-17.7,49.12,100,69.81,83.24,89.13,0,100,27.01,52.97,94.49,0,52.76,100,61.16,33.36,0
2616,41587,7.43,-1.44,14.51,9.24,15.57,39.78,100,0,25.26,24.37,100,0,63.73,93.5,0,100,2.68,32.02,81.36
2617,18228,49.39,53.26,57.58,37.31,90.05,78.69,100,94.51,0,20.09,75.2,100,97.38,0,14.65,14.65,20.53,100,0
2618,24499,6.97,71.96,-15.85,-35.19,93.85,76.94,4.91,0,100,62.67,100,23.5,0,65.96,71.93,100,7.02,0,77.23
2619,1678,13.71,-14.47,32.89,22.69,0,32.76,19.66,40.86,100,0,75.4,17.14,58.75,100,0,100,0,17.01,33.73
2620,507,-17.58,-32.77,-23.42,3.45,0,100,65.72,65.72,27.85,73.28,7.27,83.33,0,100,28.25,0,100,14.41,42.94
2621,1642,11.24,60.56,-26.37,-0.46,80.75,100,53.09,0,82.04,100,0,82.13,70.98,82.13,0,16.61,91.67,16.71,100
2622,403,19.34,48.85,54.17,-45.01,74.68,100,100,0,38.45,0,100,50,78.13,78.13,100,32.2,66.1,0,68.64
2623,16690,11.1,33.66,6.4,-6.75,52.33,0,100,70.93,98.84,18.63,0,100,6.86,77.45,17.65,0,100,23.53,91.18
2624,606,25.3,68.91,-7.98,14.97,66.77,46.15,0,46.15,100,73.57,100,0,66.67,25,0,50.2,50.2,50.2,100
2625,2764,-2,86.9,-30.72,-62.16,100,61.11,0,38.89,23.4,100,92,0,52,72.81,35.61,16.62,16.62,0,100
2626,2224,36.23,86.58,-28.03,50.15,100,89.94,66.46,19.5,0,100,73.64,55.19,36.74,0,12.35,37.39,100,12.35,0
2627,33798,11.08,-35.89,44.4,24.74,0,20.16,55.44,69.3,100,0,100,36.93,46.7,35.34,100,82.75,89.65,72.47,0
2628,17501,-17.1,38.77,-17.62,-72.46,55.83,62.2,0,98.78,100,53.42,1.62,0,100,95.14,52.26,23.81,0,23.81,100
2629,277,-28.09,-28.5,-28.46,-27.3,0,18.84,100,80.82,4.11,93.75,93.75,0,50,100,0,0,50,0,100
2630,531,-29.88,-42.6,-43.88,-3.17,0,26.56,69.76,100,65.44,100,79.51,22.72,0,34.08,70.76,100,85.71,0,57.14
2631,24533,-6.63,89.11,-50.07,-58.93,100,0.65,11.26,0,20.57,100,30.16,19.05,17.46,0,100,0,15.38,0,30.78
2632,20774,23.92,93.91,-26.63,4.48,100,40,0,28.25,28.28,100,56.73,76.92,26.91,0,100,50,62.5,75,0
2633,19945,41.41,62.37,51.53,10.31,100,51.79,9.52,87.5,0,0,56.65,89.66,45.81,100,9.09,100,59.09,0,86.36
2634,1904,5.74,70.87,-23.14,-30.5,81.25,100,40.63,0,41.33,100,34.36,100,11.19,0,100,28.54,28.54,28.54,0
2635,22379,14.5,60.05,-8.71,-7.83,87.77,56.12,100,0,36.15,53.39,0,22.03,100,44.14,60.32,12.7,0,100,27.02
2636,2763,48.43,65.38,38.77,41.14,92.26,100,94.84,0,15.5,0,45.45,100,4.86,0.3,11.11,0,100,78.08,44.69
2637,36917,41.19,43.54,51.93,28.09,77.5,82.03,85.92,100,0,33.69,89.63,100,78.78,0,66.17,46.24,100,41.28,0
2638,30854,41.36,57.9,10.94,55.24,100,97.22,91.82,98.09,0,85.79,91.71,100,81.78,0,45.59,51.19,73.6,100,0
2639,1864,8.73,37.73,-3.1,-8.43,66.06,66.06,57.57,100,0,68.75,100,0,71.87,9.7,100,28.49,28.49,85.7,0
2640,399,-21.53,29,-36.55,-57.05,54.73,54.73,20.77,100,0,54.11,32.47,0,10.82,100,59.1,59.1,0,0,100
2641,15195,70.56,60.63,61.99,89.08,82.61,100,0,44.1,79.5,8.84,55.8,100,74.59,0,0,100,85.71,74.6,20.63
2642,18139,13.53,-27.63,-24.72,92.95,3.93,100,97.91,34.21,0,100,58.68,65.04,48.36,0,0,82.22,100,53.33,6.72
2643,3808,72.38,60.5,95.18,61.48,100,41.58,93.51,84.5,0,0,74.49,99.31,100,92.9,0,99.73,63.46,100,81.84
2644,1259,-5.83,16.5,-19.44,-14.54,42.86,0,100,92.86,9.05,48.98,12.24,61.22,0,100,0,41.49,24.89,33.19,100
2645,16190,45.34,-17.11,62.09,91.04,15.15,76.77,68.69,100,0,0,40.34,92.44,100,7.56,19.15,72.34,100,89.36,0
2646,30457,-12.05,41.04,-43.18,-34.03,65.01,96.58,100,0,38.95,86.66,51.38,0,26.47,100,97.83,23.38,100,0,82.98
2647,3691,59.29,42.71,47.13,88.02,77.58,100,21.05,84.21,0,0,46.68,100,23.5,30.46,13.93,100,100,50,0
2648,266,-21.39,-17.11,-47.6,0.53,0,100,4.42,100,100,100,62.31,20.77,0,62.31,49.07,100,0,50,50
2649,2684,89.09,80.45,87.85,98.97,100,69.23,76.92,0,12.47,0,77.78,83.33,100,78.65,0,78.26,100,95.65,48.12
2650,920,47.35,54.28,39.48,48.3,82.35,47.06,100,0,58.82,0,100,50,16.67,41.67,0,75,100,0,25
2651,2261,-28.99,-34.75,-27.15,-25.09,0,88.63,100,46.01,48.86,100,51.35,22.33,69.21,0,99.5,100,0,100,100
2652,4987,-32.87,5.16,-32.16,-71.6,35.84,45.83,96.67,100,0,100,53.29,74.81,0,84.16,46.07,0,7.77,46.2,100
2653,1716,46.66,55.63,13.73,70.61,96.43,0,100,34.29,5.71,31.57,48,100,0,28,0,40.03,100,40.03,20.05
2654,15435,31.42,44.97,-46.47,95.76,69.7,38.64,100,68.18,0,100,38.33,34.17,0,79.17,0,68.75,100,100,12.5
2655,258,-2.36,11.74,-18.34,-0.48,21.38,64.15,0,56.39,100,88.82,55.26,100,0,11.4,50,100,50,0,50.98
2656,3194,54.05,80.78,62.88,18.5,98.39,28.94,0,5.79,100,0,57.14,57.14,100,30.18,23.53,0,35.29,100,41.29
2657,9732,-11.91,73.9,-42.07,-67.55,100,93.99,72.21,0,65.19,99.74,56.91,0,48.21,100,99.9,24.94,0,50,100
2658,14144,28.38,49.66,14.47,21,89.22,100,92.81,99.1,0,82.19,100,92.24,85.38,0,100,97.53,67.89,67.89,0
2659,24054,6.82,54.54,-19.87,-14.21,83.15,100,0,74.16,94.65,79.6,100,46.27,0,9.52,100,100,0,35,7.56
2660,500,-23.59,10.91,-45.17,-36.5,40,90,10,100,0,100,0,40,20,70,100,100,0,66.67,100
2661,17347,-13.44,3.56,-29.03,-14.86,17.67,0,42.56,100,73.49,83.48,100,13.61,0,66.11,46.13,100,17.96,0,64.15
2662,16986,-31.3,-39.6,-14.44,-39.86,0,68.45,100,75.78,14.88,31.56,23.02,0,54.68,100,0,17.01,11.35,30.21,100
2663,531,-7.01,-2.65,0.01,-18.37,11.21,0,14.29,100,28.57,40.85,100,0,14.29,14.29,0,0.27,57.26,28.76,100
2664,521,13.51,57.66,-42.33,25.19,78.29,100,86.67,0,33.33,100,67.89,0,22.63,0,32.7,0,100,33.33,0
2665,383,-17.96,34.11,-32.68,-55.32,55.84,36.1,95.32,0,100,69.72,41.83,0,57.61,100,0,0,0,0,100
2666,15869,19.72,53.17,-32.15,38.15,63.64,0.88,45.96,0,100,100,46.36,68.11,21.72,0,0,100,87.5,0,50.02
2667,269,4.65,-0.41,19.88,-5.52,20.56,100,9.21,54.6,0,25,0,100,50,2.83,100,0,50,100,0
2668,2598,46.56,78.65,-22.19,83.22,100,87.36,87.36,41.16,0,100,74.94,67.78,43.04,0,0,66.67,100,33.78,0.39
2669,15644,-35.97,-29.36,-36.35,-42.2,0,47.83,34.78,100,55.45,100,0,22.62,77.98,52.46,100,0,36.67,58.89,51.17
2670,3777,7.96,48.03,-27.7,3.55,74.14,0,100,55.46,65.36,99.13,31.04,0,100,50,100,12.33,94.06,81.52,0
2671,357,40.62,39.95,49.71,32.2,68.53,0,100,58.3,2.7,0,31.7,35.71,100,35.71,0,0,100,100,100
2672,462,31.97,67.09,25.93,2.9,87.62,0,60.63,80.32,100,25.81,52.79,100,9.09,0,49.46,16.49,100,0,16.67
2673,1895,-37.23,-39.88,-18.75,-53.05,0,50,50,100,95.45,100,55.56,88.89,44.44,0,12.5,12.5,12.5,0,100
2674,316,33.94,49.36,-23.5,75.96,75.31,0,40,100,20,71.48,0,25,100,100,0,100,100,100,100
2675,15667,37.22,68.41,17.22,26.03,83.54,48.67,0,82.17,100,46.72,97.74,100,0,11.46,33.27,51.78,0,100,1.85
2676,25975,33.88,33.46,41.16,27.03,71.43,93.51,11.69,100,0,20,100,88.18,15.45,0,24.07,44.44,100,0,22.22
2677,20552,47.55,75.28,-0.73,68.09,100,60.04,74.51,65.26,0,96.78,64.28,100,92.36,0,44.23,58.98,100,96.72,0
2678,14540,-24.72,-32.53,29.93,-71.57,0,100,80,55.17,77.93,20,100,79.2,0,28,29.03,0,0,0,100
2679,12970,28.5,25.77,37.07,22.67,26.75,33.33,0,69.14,100,0,72.73,63.64,27.27,100,20,100,0,60,40
2680,19560,16.14,58.49,-23.96,13.88,82.13,59.56,73.98,0,100,100,92.31,76.92,0,0,0,66.67,83.33,16.67,100
2681,417,13.66,95.1,-5.34,-48.78,100,64.22,0,0,0,48.02,31.55,100,0,100,100,33.33,0,67.47,67.47
2682,3672,-38.95,-40.46,-22.72,-53.67,0,44.42,100,70.35,40.69,98.97,49.04,100,0,0,74.76,0,50.09,50.09,100
2683,600,19.94,77.52,-8.6,-9.11,100,57.14,0,71.43,100,50,100,0,0,0,80,60,100,0,40
2684,22716,19.17,36.39,-10.72,31.83,63.11,43.75,69.79,100,0,100,96.87,90.29,39.93,0,61.87,100,70.48,9.52,0
2685,21863,28.56,68.18,17.11,0.39,96.32,100,30.03,58.94,0,77.43,100,100,69.97,0,100,66.66,66.66,41.29,0
2686,370,36.86,71.03,35.91,3.66,100,81.82,0,72.73,63.64,33.33,50,100,50,0,50,0,100,0,0
2687,4869,18.53,45.39,14.45,-4.24,32.29,0,12.42,27.32,100,53.19,100,57.65,28.68,0,33.33,100,46.67,0,80.25
2688,3489,13.95,14.94,5.86,21.05,24.73,70.08,41.22,0,100,81.78,78.13,67.2,100,0,0,0,9.09,100,45.88
2689,17588,13.16,44.44,13.49,-18.46,78.7,74.97,100,96.41,0,68.76,56.47,100,79.45,0,90.83,0,57.53,100,51.54
2690,2252,-27.17,-40.22,-39.36,-1.93,0,100,82.87,91.98,87.42,89.07,61.54,0,37.93,100,39.87,100,40.18,0,60.27
2691,14813,43.73,56.66,25.32,49.21,75.59,100,50.56,58.61,0,66.65,100,97.53,68.57,0,57.12,100,71.41,31.46,0
2692,16362,28.88,54.98,67.01,-35.34,100,6.97,80.78,91.12,0,0,63.76,100,61.18,94.45,0,9.51,28.62,26.24,100
2693,21024,-16.53,-21.46,-17.68,-10.44,5.26,0,74.44,100,59.59,98.45,100,97.42,0,92.85,97.92,100,93.75,0,45.86
2694,46580,26.87,51.6,62.78,-33.76,93.85,27.69,89.23,100,0,0,77.94,58.09,100,38.97,100,0,75,100,100
2695,492,12.66,-3.7,10.64,31.04,22.97,100,59.85,41.9,0,48.11,23.36,50,100,0,0,100,0.26,0.26,0.26
2696,1476,68.49,78.16,73.59,53.71,84.6,33.33,0,57.14,100,0,100,80.37,100,100,0,100,50.34,50.34,50.34
2697,561,42.89,84.87,-9.88,53.68,100,29.66,14.83,44.49,0,88.1,100,100,0,22.22,0,16.79,33.43,100,0.15
2698,46163,16.93,57.61,-26.89,20.07,90.18,100,0,80.5,92.77,100,77.25,0,68.32,28.8,72.14,94.36,11.03,100,0
2699,17377,11.12,14.2,-6.67,25.83,33.37,67.02,100,0,47.12,32.12,56.31,0,39.52,100,0,82.94,84.91,30.23,100
2700,2110,62.12,80.02,96.47,9.86,100,0,18.75,31.25,93.75,0,46.67,93.33,100,86.67,55.56,100,11.11,11.11,0
2701,19335,4.09,32.57,17.68,-37.99,55.22,0,73.13,100,23.88,11.63,11.63,0,100,37.21,28.57,0,57.14,28.57,100
2702,17889,14.89,-12.08,-6.43,63.18,4.84,48.39,0,100,64.91,76.94,36.45,100,43.2,0,24.97,29.73,100,65.46,0
2703,2913,34.92,83.39,23.97,-2.61,100,84.38,6.3,24.58,0,0,15.07,27.13,39.6,100,0,44.34,33.26,44.48,100
2704,2144,-13.72,5.1,-33.92,-12.33,19.35,100,19.35,0,16.87,100,69.23,0,58.97,43.93,0,0,0,98.62,100
2705,17428,17,89.89,9.01,-47.89,100,22.91,14.18,0,56.74,63.44,30.5,79.35,100,0,100,0,36.51,28.62,41.32
2706,763,-0.65,40.22,-2.02,-40.16,58.41,79.21,100,20.93,0,23.24,40.67,0,47.36,100,49.19,0,0,100,100
2707,19273,45.87,74.39,48.1,15.14,100,0,54.9,12.27,45.62,0,100,40.45,94.55,29.36,78.04,100,26.78,51.26,0
2708,14059,50.2,67.15,55.16,28.3,100,30.61,83.67,0,59.6,0,43.53,62.35,100,3.63,97.82,80.41,100,71.7,0
2709,19414,17.74,-5.12,15.61,42.73,19.51,0,100,97.56,12.78,80.49,100,96.1,79.19,0,4.89,100,14.9,19.91,0
2710,19333,11.44,38.51,8.79,-12.97,73.77,89.81,92.28,100,0,46.8,39.27,25.05,100,0,90.91,0,100,97.06,69.78
2711,15925,47.19,17.05,65.87,58.64,36.61,0,100,66.96,29.46,0,90.95,77.59,100,23.71,0,100,61.02,22.03,23.73
2712,18757,28.64,2.76,24.58,58.59,15.88,14.53,100,0,47.3,16.93,100,15.94,28.46,0,10.27,89.56,34.48,100,0
2713,17630,4.45,36.58,-12.71,-10.54,55.97,100,28.36,51.49,0,100,95.65,49.69,68.94,0,0,20,15,75,100
2714,860,22.45,54.84,21.87,-9.34,78.57,57.14,78.57,0,100,27.27,0,63.64,100,100,100,33.33,0,100,0
2715,18191,-3.21,17.12,-36.79,10.04,19.75,23.26,43.75,0,100,100,51.54,45.48,31.84,0,100,83.36,66.69,50.02,0
2716,18063,24.69,31.84,-41.19,83.43,31.34,25.13,34.93,0,100,100,57.34,52.93,0,20.6,0,40,100,60.04,20.03
2717,189,,,,
2718,20642,0.92,11.7,-6.42,-2.51,36.24,70.67,100,47.02,0,44.87,26.19,0,100,94.44,10.25,0,33.36,100,94.87
2719,22456,6.66,4.56,5.5,9.91,16.31,0,60.66,77.05,100,60.85,56.1,100,26.83,0,56.22,50,100,0,18.75
2720,20131,14.68,42.2,-6.79,8.62,69.53,100,0,79.82,66.06,52.5,75.66,67.11,0,100,0,100,2.03,29.46,80.41
2721,16381,-22.15,31.59,-42.16,-55.87,49.23,54.38,0,100,62.5,100,22.64,52.26,2.61,0,100,50.06,45.51,0,91.01
2722,15147,-16.74,-13.61,5.09,-41.69,8.55,0,100,69.58,8.75,34,0,100,34.09,65.98,62.23,0,71.71,28.32,100
2723,15249,62.18,74.97,33.24,78.31,100,21.22,49.87,58.22,0,0,52.43,100,2.91,49.67,0,48.57,60,100,20.1
2724,1082,6.6,28.92,16.99,-26.11,36.87,0,44.44,100,69.13,4.71,100,0,5.32,42.55,33.13,88.43,0,11.11,100
2725,323,-35.24,-7.97,-42.41,-55.32,10.04,10.04,100,26.1,0,65.14,0,16.28,17.3,100,0,0,0,0,100
2726,557,-13.68,-25.44,-13.33,-2.28,0,100,75.29,32.05,75.29,54.97,100,0,11.36,79.51,0,59.36,60.07,0.18,100
2727,454,7.71,44.19,19.69,-40.75,71.43,42.86,0,100,17.78,0,21.77,43.53,21.77,100,49.18,49.18,49.18,0,100
2728,24027,26.78,85.62,-57.33,52.04,100,87.09,63.39,0,4.99,100,40.75,0,1.12,17.89,34.03,100,78.76,6.39,0
2729,15729,45.01,18.81,74.72,41.49,50.29,88.13,54.74,100,0,0,28.97,71.96,100,52.46,65.78,100,49.99,97.37,0
2730,1265,13.67,44.54,-29.22,25.69,76,100,0,92,84,100,0,37.5,75,6.25,25,0,62.5,100,50
2731,326,79.91,93.27,77.77,68.68,100,41.25,30.94,0,41.25,0,34.65,100,83.66,83.66,24.62,100,75,25,0
2732,21399,-7.41,15.85,-43.48,5.38,24.23,0,67.1,75.3,100,100,53.63,28.01,23.13,0,50,50,100,0,37.54
2733,21030,37.06,83.24,-0.41,28.36,100,26.32,18.42,47.37,0,40.22,27.17,100,0,67.39,48.89,100,55.56,0,4.44
2734,17844,-17.06,40.11,-33,-58.3,59.26,51.85,100,0,41.61,100,34.92,45.47,48.99,0,70.29,0,44.4,33.3,100
2735,1861,41.86,20.87,44.42,60.29,41.19,64.29,100,0,85.71,0,9.45,46.41,100,20.54,0,100,50.07,37.58,25.1
2736,293,22.08,54.19,36.32,-24.27,88.98,64.41,72.6,100,0,14.71,100,82.94,0,0,0,32.58,32.58,0.56,100
2737,17017,49.53,64.87,21.53,62.2,100,95.15,92.77,81.7,0,67.77,70.91,100,96.6,0,54.21,100,72.31,62.67,0
2738,575,-17.68,-37.14,0.64,-16.54,0,50,100,87.5,12.5,77.78,100,66.67,44.44,0,50,100,0,0,50
2739,1073,-17.91,43.4,-54.75,-42.38,53.99,0,75.58,89.15,100,100,9.09,0,10.24,83.31,29.81,49.72,19.86,0,100
2740,16973,-21.4,47.58,-51.8,-59.99,72.74,87.56,0,89.22,100,100,43.13,21.14,0,55.37,27.24,22.7,0,40.97,100
2741,2173,48.63,85.69,16.72,43.49,100,14.78,30.76,0,48.05,44.57,29.45,100,50.51,0,23.43,0,99.57,100,23.68
2742,1433,11.87,-34.6,24.93,45.27,0,100,75,60.2,35.11,7.14,100,0,58.17,58.17,0,100,11.11,33.49,0.04
2743,214,,,,
2744,1079,-6.37,13.37,-3.58,-28.88,38.68,82.48,100,43.06,0,77.78,0,100,88.89,0.44,100,0,66.67,66.67,50.23
2745,122,,,,
2746,24235,18.55,11.69,39.15,4.82,28.69,0,100,48.36,33.61,0,100,19.44,93.89,63.33,0,40.48,14.29,80.95,100
2747,127,,,,
2748,23211,-8.02,49.86,-53.65,-20.28,83.9,72.57,80.53,100,0,100,34.96,23.3,0,16.31,87.44,100,87.5,0,83.33
2749,15741,10.88,-44.42,56.24,20.81,0,84.18,81.02,95.26,100,0,100,71.51,37.88,21.07,0,60.01,64.29,42.87,100
2750,674,-9.38,17.51,4.98,-50.64,34.43,10.59,100,22.51,0,50,80,0,100,71.27,99.26,99.26,0,0,100
